sign_positions,steps,weights,step_wise_walking_positions,step_wise_attentions,step_wise_walking_speeds,step_wise_reading_ratios,step_wise_reading_progress
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.08,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.09,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.1,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.11,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.12,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.13,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.14,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.15,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.16,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.17,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.17,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.17,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.17,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.17,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.17,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.17,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
"[3.5, 11, 18.5, 26, 33.5, 41, 48.5, 56]","[1, 2, 3, 4]",0.17,"[1.35, 2.1, 3.45, 4.800000000000001]","['NA', 'Sign', 'Sign', 'NA']","[0.9, 0.5, 0.9, 0.9]","[0.3, 0.85, 0.3, 0.3]","[0, 0, 0, 0]"
